"date","county","state","vehicle_primary_use","battery_electric_vehicles_bevs_","plug_in_hybrid_electric_vehicles_phevs_","electric_vehicle_ev_total","non_electric_vehicles","total_vehicles","percent_electric_vehicles"
"2017-02-28T00:00:00.000","Klickitat","WA","Truck","0","0","0","8240","8240","0"
"2017-02-28T00:00:00.000","Jefferson","WA","Passenger","90","59","149","23993","24142","0.6171816750890564162041255903"
"2017-02-28T00:00:00.000","Benton","WA","Passenger","134","138","272","129669","129941","0.2093257709268052423792336522"
"2017-02-28T00:00:00.000","Montgomery","TN","Passenger","1","0","1","288","289","0.3460207612456747404844290657"
"2017-02-28T00:00:00.000","Larimer","CO","Passenger","0","1","1","79","80","1.2500"
"2017-02-28T00:00:00.000","Pierce","WA","Passenger","871","834","1705","533533","535238","0.3185498787455300258950224012"
"2017-02-28T00:00:00.000","Lewis","NY","Passenger","0","1","1","9","10","10.0"
"2017-02-28T00:00:00.000","Norfolk City","VA","Passenger","2","1","3","321","324","0.9259259259259259259259259259"
"2017-02-28T00:00:00.000","King","WA","Passenger","9136","4104","13240","1394982","1408222","0.9401926684855086768989548523"
"2017-02-28T00:00:00.000","Kittitas","WA","Passenger","16","15","31","27707","27738","0.1117600403778210397288917730"
"2017-02-28T00:00:00.000","Okanogan","WA","Truck","0","0","0","4586","4586","0"
"2017-02-28T00:00:00.000","Klickitat","WA","Passenger","21","24","45","15070","15115","0.2977174991730069467416473702"
"2017-02-28T00:00:00.000","Allegheny","PA","Passenger","1","0","1","85","86","1.162790697674418604651162791"
"2017-02-28T00:00:00.000","Riley","KS","Passenger","1","0","1","96","97","1.030927835051546391752577320"
"2017-02-28T00:00:00.000","Pinal","AZ","Passenger","2","1","3","232","235","1.276595744680851063829787234"
"2017-02-28T00:00:00.000","Salt Lake","UT","Passenger","0","1","1","309","310","0.3225806451612903225806451613"
"2017-02-28T00:00:00.000","Snohomish","WA","Passenger","1607","913","2520","519878","522398","0.4823908207918100758425568245"
"2017-02-28T00:00:00.000","San Juan","WA","Passenger","88","33","121","13735","13856","0.8732678983833718244803695150"
"2017-02-28T00:00:00.000","Spokane","WA","Truck","1","1","2","92990","92992","0.002150722642807983482450103235"
"2017-02-28T00:00:00.000","San Mateo","CA","Passenger","0","1","1","159","160","0.62500"
"2017-02-28T00:00:00.000","Santa Fe","NM","Passenger","0","1","1","41","42","2.380952380952380952380952381"
"2017-02-28T00:00:00.000","Stevens","WA","Passenger","6","23","29","32186","32215","0.09002017693620984013658233742"
"2017-02-28T00:00:00.000","Clallam","WA","Passenger","77","68","145","48797","48942","0.2962690531649707817416533856"
"2017-02-28T00:00:00.000","Maui","HI","Passenger","1","0","1","73","74","1.351351351351351351351351351"
"2017-02-28T00:00:00.000","Okaloosa","FL","Passenger","1","0","1","186","187","0.5347593582887700534759358289"
"2017-02-28T00:00:00.000","Clark","NV","Passenger","1","2","3","838","841","0.3567181926278240190249702735"
"2017-02-28T00:00:00.000","Thurston","WA","Passenger","355","332","687","187464","188151","0.3651322607905352615718226318"
"2017-02-28T00:00:00.000","Oklahoma","OK","Passenger","0","1","1","185","186","0.5376344086021505376344086022"
"2017-02-28T00:00:00.000","Columbia","WA","Truck","0","0","0","1596","1596","0"
"2017-02-28T00:00:00.000","Ozaukee","WI","Passenger","0","1","1","4","5","20.0"
"2017-02-28T00:00:00.000","San Diego","CA","Passenger","4","2","6","2817","2823","0.2125398512221041445270988310"
"2017-02-28T00:00:00.000","Pend Oreille","WA","Passenger","1","4","5","9605","9610","0.05202913631633714880332986472"
"2017-02-28T00:00:00.000","Thurston","WA","Truck","0","0","0","54793","54793","0"
"2017-02-28T00:00:00.000","Northampton","PA","Passenger","2","0","2","232","234","0.8547008547008547008547008547"
"2017-02-28T00:00:00.000","Okanogan","NULL","Passenger","3","11","14","19656","19670","0.07117437722419928825622775801"
"2017-02-28T00:00:00.000","Shelby","TN","Passenger","0","1","1","113","114","0.8771929824561403508771929825"
"2017-02-28T00:00:00.000","Dakota","MN","Passenger","0","1","1","38","39","2.564102564102564102564102564"
"2017-02-28T00:00:00.000","Utah","UT","Passenger","0","1","1","163","164","0.6097560975609756097560975610"
"2017-02-28T00:00:00.000","Dale","AL","Passenger","0","1","1","67","68","1.470588235294117647058823529"
"2017-02-28T00:00:00.000","Pacific","WA","Passenger","6","7","13","15225","15238","0.08531303320645754035962724767"
"2017-03-31T00:00:00.000","Adams","WA","Truck","0","0","0","5301","5301","0"
"2017-02-28T00:00:00.000","Pend Oreille","WA","Truck","0","0","0","5847","5847","0"
"2017-02-28T00:00:00.000","Dekalb","IN","Passenger","1","0","1","1","2","50.0"
"2017-02-28T00:00:00.000","Chelan","WA","Passenger","55","29","84","52788","52872","0.1588742623694961416250567408"
"2017-02-28T00:00:00.000","Yakima","WA","Passenger","35","54","89","162806","162895","0.05463642223518217256514932932"
"2017-02-28T00:00:00.000","Prince William","VA","Passenger","0","3","3","269","272","1.102941176470588235294117647"
"2017-03-31T00:00:00.000","Benton","WA","Passenger","142","145","287","130172","130459","0.2199924880613832698395664538"
"2017-03-31T00:00:00.000","Bexar","TX","Passenger","1","3","4","1003","1007","0.3972194637537239324726911619"
"2017-03-31T00:00:00.000","NULL","WA","Truck","0","0","0","1","1","0"
"2017-02-28T00:00:00.000","Clark","WA","Truck","0","0","0","79659","79659","0"
"2017-02-28T00:00:00.000","Russell","AL","Passenger","1","0","1","54","55","1.818181818181818181818181818"
"2017-02-28T00:00:00.000","Sumter","FL","Passenger","0","1","1","9","10","10.0"
"2017-03-31T00:00:00.000","NULL","CA","Passenger","1","0","1","446","447","0.2237136465324384787472035794"
"2017-02-28T00:00:00.000","Cobb","GA","Passenger","0","1","1","73","74","1.351351351351351351351351351"
"2017-03-31T00:00:00.000","Allegheny","PA","Passenger","1","0","1","85","86","1.162790697674418604651162791"
"2017-02-28T00:00:00.000","Travis","TX","Passenger","0","1","1","188","189","0.5291005291005291005291005291"
"2017-02-28T00:00:00.000","Skagit","WA","Passenger","114","101","215","88668","88883","0.2418910252804248281448645973"
"2017-03-31T00:00:00.000","Benton","WA","Truck","0","0","0","41113","41113","0"
"2017-02-28T00:00:00.000","Skagit","WA","Truck","1","0","1","32328","32329","0.003093198057471619907822697887"
"2017-02-28T00:00:00.000","Skamania","WA","Truck","0","0","0","4065","4065","0"
"2017-02-28T00:00:00.000","Cowlitz","WA","Passenger","50","54","104","70165","70269","0.1480026754329789807738832202"
"2017-02-28T00:00:00.000","Ventura","CA","Passenger","0","2","2","377","379","0.5277044854881266490765171504"
"2017-03-31T00:00:00.000","Chelan","WA","Passenger","55","31","86","52826","52912","0.1625340187481100695494405806"
"2017-02-28T00:00:00.000","Snohomish","WA","Truck","1","0","1","125987","125988","0.0007937263866399974600755627520"
"2017-02-28T00:00:00.000","Wahkiakum","WA","Passenger","0","1","1","2898","2899","0.03449465332873404622283546050"
"2017-03-31T00:00:00.000","Clallam","WA","Passenger","80","70","150","48966","49116","0.3053994624969460053750305399"
"2017-02-28T00:00:00.000","Stevens","WA","Truck","0","0","0","19101","19101","0"
"2017-02-28T00:00:00.000","Tarrant","TX","Passenger","0","2","2","294","296","0.6756756756756756756756756757"
"2017-03-31T00:00:00.000","Cobb","GA","Passenger","0","1","1","72","73","1.369863013698630136986301370"
"2017-02-28T00:00:00.000","Dekalb","GA","Passenger","1","0","1","81","82","1.219512195121951219512195122"
"2017-03-31T00:00:00.000","Charles","MD","Passenger","0","1","1","91","92","1.086956521739130434782608696"
"2017-03-31T00:00:00.000","Clark","WA","Truck","0","0","0","79806","79806","0"
"2017-02-28T00:00:00.000","Yakima","WA","Truck","0","0","0","59588","59588","0"
"2017-02-28T00:00:00.000","Howard","MD","Passenger","0","1","1","96","97","1.030927835051546391752577320"
"2017-02-28T00:00:00.000","Virginia Beach City","VA","Passenger","1","1","2","637","639","0.3129890453834115805946791862"
"2017-02-28T00:00:00.000","Douglas","WA","Passenger","30","19","49","27077","27126","0.1806385018063850180638501806"
"2017-03-31T00:00:00.000","Cowlitz","WA","Passenger","52","58","110","70544","70654","0.1556882837489738726752908540"
"2017-03-31T00:00:00.000","Alexandria City","VA","Passenger","2","0","2","185","187","1.069518716577540106951871658"
"2017-02-28T00:00:00.000","Wahkiakum","WA","Truck","0","0","0","1683","1683","0"
"2017-02-28T00:00:00.000","Douglas","WA","Truck","0","0","0","11734","11734","0"
"2017-03-31T00:00:00.000","Cumberland","NC","Passenger","1","0","1","652","653","0.1531393568147013782542113323"
"2017-03-31T00:00:00.000","Dakota","MN","Passenger","0","1","1","38","39","2.564102564102564102564102564"
"2017-03-31T00:00:00.000","Clallam","WA","Truck","0","0","0","21612","21612","0"
"2017-03-31T00:00:00.000","Clark","WA","Passenger","730","481","1211","302953","304164","0.3981404768480162017858786707"
"2017-03-31T00:00:00.000","Clackamas","OR","Passenger","1","2","3","337","340","0.8823529411764705882352941176"
"2017-03-31T00:00:00.000","Douglas","WA","Truck","0","0","0","11798","11798","0"
"2017-02-28T00:00:00.000","Whatcom","WA","Truck","2","0","2","42441","42443","0.004712202247720472162665221591"
"2017-02-28T00:00:00.000","Fairfax","VA","Passenger","0","3","3","861","864","0.3472222222222222222222222222"
"2017-02-28T00:00:00.000","Whitman","WA","Truck","0","0","0","8619","8619","0"
"2017-03-31T00:00:00.000","Fulton","GA","Passenger","1","1","2","115","117","1.709401709401709401709401709"
"2017-03-31T00:00:00.000","Fairfax","VA","Passenger","0","3","3","856","859","0.3492433061699650756693830035"
"2017-03-31T00:00:00.000","Douglas","WA","Passenger","29","19","48","27163","27211","0.1763992503031862114586013009"
"2017-03-31T00:00:00.000","NULL","NULL","Passenger","9","4","13","2492","2505","0.5189620758483033932135728543"
"2017-03-31T00:00:00.000","Adams","WA","Passenger","3","4","7","12477","12484","0.05607177186799102851650112144"
"2017-03-31T00:00:00.000","Fairfax City","VA","Passenger","1","0","1","6","7","14.28571428571428571428571429"
"2017-03-31T00:00:00.000","Anne Arundel","MD","Passenger","0","2","2","512","514","0.3891050583657587548638132296"
"2017-03-31T00:00:00.000","District Of Columbia","DC","Passenger","0","3","3","225","228","1.315789473684210526315789474"
"2017-03-31T00:00:00.000","Chelan","WA","Truck","0","0","0","21888","21888","0"
"2017-03-31T00:00:00.000","Franklin","OH","Passenger","0","1","1","111","112","0.8928571428571428571428571429"
"2017-03-31T00:00:00.000","Hamilton","IN","Passenger","1","0","1","60","61","1.639344262295081967213114754"
"2017-03-31T00:00:00.000","Arlington","VA","Passenger","1","1","2","168","170","1.176470588235294117647058824"
"2017-03-31T00:00:00.000","Grant","WA","Passenger","18","26","44","61956","62000","0.07096774193548387096774193548"
"2017-03-31T00:00:00.000","Grays Harbor","WA","Passenger","28","30","58","45271","45329","0.1279534073109929625625978954"
"2017-03-31T00:00:00.000","Asotin","WA","Passenger","5","3","8","12521","12529","0.06385186367627105116130577061"
"2017-02-28T00:00:00.000","Grant","WA","Passenger","17","26","43","61714","61757","0.06962773450782907200803147821"
"2017-03-31T00:00:00.000","Glacier","MT","Passenger","0","1","1","3","4","25.00"
"2017-03-31T00:00:00.000","Guilford","NC","Passenger","1","0","1","31","32","3.12500"
"2017-02-28T00:00:00.000","Gwinnett","GA","Passenger","0","1","1","85","86","1.162790697674418604651162791"
"2017-03-31T00:00:00.000","Gwinnett","GA","Passenger","0","1","1","83","84","1.190476190476190476190476190"
"2017-03-31T00:00:00.000","Columbia","WA","Passenger","0","1","1","2392","2393","0.04178854993731717509402423736"
"2017-03-31T00:00:00.000","Harnett","NC","Passenger","1","0","1","264","265","0.3773584905660377358490566038"
"2017-03-31T00:00:00.000","Howard","MD","Passenger","0","1","1","97","98","1.020408163265306122448979592"
"2017-02-28T00:00:00.000","Manatee","FL","Passenger","1","0","1","47","48","2.083333333333333333333333333"
"2017-03-31T00:00:00.000","Island","WA","Passenger","106","139","245","60741","60986","0.4017315449447414160627029154"
"2017-03-31T00:00:00.000","Island","WA","Truck","0","0","0","21067","21067","0"
"2017-03-31T00:00:00.000","Garfield","WA","Truck","0","0","0","971","971","0"
"2017-02-28T00:00:00.000","Marion","OR","Passenger","1","0","1","177","178","0.5617977528089887640449438202"
"2017-03-31T00:00:00.000","Jefferson","NY","Passenger","1","1","2","276","278","0.7194244604316546762589928058"
"2017-03-31T00:00:00.000","Canyon","ID","Passenger","0","1","1","94","95","1.052631578947368421052631579"
"2017-03-31T00:00:00.000","Jefferson","WA","Truck","0","0","0","9700","9700","0"
"2017-02-28T00:00:00.000","Island","WA","Passenger","99","132","231","60433","60664","0.3807859686140050112092839246"
"2017-03-31T00:00:00.000","Juneau","AK","Passenger","0","1","1","46","47","2.127659574468085106382978723"
"2017-03-31T00:00:00.000","Kittitas","WA","Passenger","18","16","34","27823","27857","0.1220519079585023512941092006"
"2017-02-28T00:00:00.000","Island","WA","Truck","0","0","0","21030","21030","0"
"2017-03-31T00:00:00.000","Klickitat","WA","Passenger","22","25","47","15117","15164","0.3099446056449485623845950936"
"2017-03-31T00:00:00.000","Klickitat","WA","Truck","0","0","0","8251","8251","0"
"2017-03-31T00:00:00.000","Lincoln","WA","Passenger","2","5","7","7715","7722","0.09065009065009065009065009065"
"2017-03-31T00:00:00.000","Lincoln","WA","Truck","0","0","0","4618","4618","0"
"2017-02-28T00:00:00.000","Multnomah","OR","Passenger","0","3","3","1140","1143","0.2624671916010498687664041995"
"2017-03-31T00:00:00.000","Jefferson","WA","Passenger","96","61","157","24075","24232","0.6479035985473753714097061737"
"2017-03-31T00:00:00.000","Lewis","NY","Passenger","0","1","1","9","10","10.0"
"2017-03-31T00:00:00.000","Dallas","TX","Passenger","0","1","1","191","192","0.5208333333333333333333333333"
"2017-02-28T00:00:00.000","Nassau","NY","Passenger","0","1","1","35","36","2.777777777777777777777777778"
"2017-02-28T00:00:00.000","Jefferson","WA","Truck","0","0","0","9713","9713","0"
"2017-03-31T00:00:00.000","Marion","OR","Passenger","1","0","1","174","175","0.5714285714285714285714285714"
"2017-03-31T00:00:00.000","Kitsap","WA","Passenger","592","305","897","175407","176304","0.5087802885924312551048189491"
"2017-03-31T00:00:00.000","Kitsap","WA","Truck","1","0","1","53759","53760","0.001860119047619047619047619048"
"2017-03-31T00:00:00.000","Kittitas","WA","Truck","0","0","0","13933","13933","0"
"2017-03-31T00:00:00.000","Mason","WA","Passenger","54","65","119","43854","43973","0.2706206081004252609555863826"
"2017-02-28T00:00:00.000","Juneau","AK","Passenger","0","1","1","49","50","2.00"
"2017-03-31T00:00:00.000","Nassau","NY","Passenger","0","1","1","36","37","2.702702702702702702702702703"
"2017-02-28T00:00:00.000","Orange","FL","Passenger","1","1","2","147","149","1.342281879194630872483221477"
"2017-03-31T00:00:00.000","Miami-Dade","FL","Passenger","0","1","1","127","128","0.7812500"
"2017-03-31T00:00:00.000","Northampton","PA","Passenger","2","0","2","214","216","0.9259259259259259259259259259"
"2017-02-28T00:00:00.000","Orleans","LA","Passenger","0","1","1","51","52","1.923076923076923076923076923"
"2017-03-31T00:00:00.000","Montgomery","MD","Passenger","1","2","3","304","307","0.9771986970684039087947882736"
"2017-02-28T00:00:00.000","Kitsap","WA","Truck","1","0","1","53730","53731","0.001861123001619177011408684000"
"2017-03-31T00:00:00.000","Franklin","WA","Passenger","27","48","75","56417","56492","0.1327621610139488777171988954"
"2017-03-31T00:00:00.000","Pacific","WA","Truck","0","0","0","7693","7693","0"
"2017-03-31T00:00:00.000","Gallatin","MT","Passenger","0","1","1","67","68","1.470588235294117647058823529"
"2017-03-31T00:00:00.000","Pend Oreille","WA","Passenger","1","4","5","9626","9631","0.05191568892119198421763056796"
"2017-03-31T00:00:00.000","King","WA","Passenger","9393","4188","13581","1395732","1409313","0.9636610178150630839281266830"
"2017-03-31T00:00:00.000","Pend Oreille","WA","Truck","0","0","0","5866","5866","0"
"2017-02-28T00:00:00.000","Pierce","WA","Truck","0","0","0","142283","142283","0"
"2017-03-31T00:00:00.000","Maui","HI","Passenger","1","0","1","73","74","1.351351351351351351351351351"
"2017-03-31T00:00:00.000","Oklahoma","OK","Passenger","0","1","1","167","168","0.5952380952380952380952380952"
"2017-03-31T00:00:00.000","Orleans","LA","Passenger","0","1","1","51","52","1.923076923076923076923076923"
"2017-03-31T00:00:00.000","Hamilton","TN","Passenger","1","0","1","23","24","4.166666666666666666666666667"
"2017-03-31T00:00:00.000","Lane","OR","Passenger","0","1","1","255","256","0.39062500"
"2017-03-31T00:00:00.000","Hardin","KY","Passenger","0","1","1","127","128","0.7812500"
"2017-03-31T00:00:00.000","Hidalgo","TX","Passenger","0","1","1","100","101","0.9900990099009900990099009901"
"2017-03-31T00:00:00.000","Pima","AZ","Passenger","0","2","2","427","429","0.4662004662004662004662004662"
"2017-03-31T00:00:00.000","Lewis","WA","Passenger","48","45","93","56169","56262","0.1652980697451210408446198144"
"2017-03-31T00:00:00.000","Riley","KS","Passenger","1","0","1","96","97","1.030927835051546391752577320"
"2017-03-31T00:00:00.000","Honolulu","HI","Passenger","5","1","6","600","606","0.9900990099009900990099009901"
"2017-03-31T00:00:00.000","Polk","FL","Passenger","1","0","1","67","68","1.470588235294117647058823529"
"2017-02-28T00:00:00.000","Lincoln","WA","Truck","0","0","0","4602","4602","0"
"2017-03-31T00:00:00.000","Russell","AL","Passenger","1","0","1","56","57","1.754385964912280701754385965"
"2017-03-31T00:00:00.000","Prince William","VA","Passenger","0","3","3","266","269","1.115241635687732342007434944"
"2017-02-28T00:00:00.000","Los Angeles","CA","Passenger","2","1","3","1353","1356","0.2212389380530973451327433628"
"2017-02-28T00:00:00.000","Riverside","CA","Passenger","0","1","1","833","834","0.1199040767386091127098321343"
"2017-03-31T00:00:00.000","Maricopa","AZ","Passenger","2","0","2","1681","1683","0.1188354129530600118835412953"
"2017-03-31T00:00:00.000","King","WA","Truck","8","1","9","194289","194298","0.004632060031498008214186455856"
"2017-03-31T00:00:00.000","Santa Fe","NM","Passenger","0","1","1","42","43","2.325581395348837209302325581"
"2017-02-28T00:00:00.000","Marin","CA","Passenger","1","0","1","55","56","1.785714285714285714285714286"
"2017-02-28T00:00:00.000","Saint Lucie","FL","Passenger","1","0","1","29","30","3.333333333333333333333333333"
"2017-03-31T00:00:00.000","Saratoga","NY","Passenger","0","1","1","76","77","1.298701298701298701298701299"
"2017-03-31T00:00:00.000","Mason","WA","Truck","0","0","0","19915","19915","0"
"2017-03-31T00:00:00.000","Skamania","WA","Passenger","8","8","16","8748","8764","0.1825650387950707439525330899"
"2017-02-28T00:00:00.000","San Juan","WA","Truck","0","0","0","5770","5770","0"
"2017-03-31T00:00:00.000","Larimer","CO","Passenger","0","1","1","76","77","1.298701298701298701298701299"
"2017-03-31T00:00:00.000","Latah","ID","Passenger","0","1","1","114","115","0.8695652173913043478260869565"
"2017-02-28T00:00:00.000","Santa Clara","CA","Passenger","5","3","8","417","425","1.882352941176470588235294118"
"2017-03-31T00:00:00.000","Spokane","WA","Passenger","241","237","478","300040","300518","0.1590586919918274446123027572"
"2017-03-31T00:00:00.000","Tarrant","TX","Passenger","0","2","2","279","281","0.7117437722419928825622775801"
"2017-03-31T00:00:00.000","Lewis","WA","Truck","0","0","0","25784","25784","0"
"2017-02-28T00:00:00.000","Montgomery","MD","Passenger","1","2","3","303","306","0.9803921568627450980392156863"
"2017-03-31T00:00:00.000","Thurston","WA","Passenger","376","337","713","188359","189072","0.3771050181941271050181941271"
"2017-03-31T00:00:00.000","Montgomery","TN","Passenger","1","0","1","283","284","0.3521126760563380281690140845"
"2017-03-31T00:00:00.000","Skagit","WA","Passenger","122","106","228","89129","89357","0.2551562832234743780565596428"
"2017-03-31T00:00:00.000","Wahkiakum","WA","Passenger","0","2","2","2903","2905","0.06884681583476764199655765921"
"2017-03-31T00:00:00.000","Snohomish","WA","Passenger","1670","938","2608","520289","522897","0.4987597939938458243210421938"
"2017-03-31T00:00:00.000","Snohomish","WA","Truck","1","0","1","125896","125897","0.0007943001024647132179480051153"
"2017-03-31T00:00:00.000","Walla Walla","WA","Passenger","20","22","42","35547","35589","0.1180139930877518334316783276"
"2017-03-31T00:00:00.000","Madison","ID","Passenger","1","0","1","41","42","2.380952380952380952380952381"
"2017-03-31T00:00:00.000","Stevens","WA","Passenger","6","22","28","32227","32255","0.08680824678344442722058595567"
"2017-03-31T00:00:00.000","Walla Walla","WA","Truck","0","0","0","13655","13655","0"
"2017-03-31T00:00:00.000","Tulare","CA","Passenger","1","0","1","198","199","0.5025125628140703517587939698"
"2017-03-31T00:00:00.000","Norfolk City","VA","Passenger","2","1","3","323","326","0.9202453987730061349693251534"
"2017-03-31T00:00:00.000","Stevens","WA","Truck","0","0","0","19120","19120","0"
"2017-03-31T00:00:00.000","Manatee","FL","Passenger","1","0","1","44","45","2.222222222222222222222222222"
"2017-03-31T00:00:00.000","Utah","UT","Passenger","0","1","1","161","162","0.6172839506172839506172839506"
"2017-03-31T00:00:00.000","Orange","CA","Passenger","2","1","3","685","688","0.4360465116279069767441860465"
"2017-03-31T00:00:00.000","Ventura","CA","Passenger","0","2","2","374","376","0.5319148936170212765957446809"
"2017-03-31T00:00:00.000","Sumter","FL","Passenger","0","1","1","9","10","10.0"
"2017-03-31T00:00:00.000","Whatcom","WA","Passenger","425","174","599","144385","144984","0.4131490371351321525133807868"
"2017-02-28T00:00:00.000","Pacific","WA","Truck","0","0","0","7688","7688","0"
"2017-03-31T00:00:00.000","Whitman","WA","Truck","0","0","0","8637","8637","0"
"2017-03-31T00:00:00.000","Pacific","WA","Passenger","7","9","16","15338","15354","0.1042073726716165168685684512"
"2017-04-30T00:00:00.000","NULL","CA","Passenger","1","0","1","424","425","0.2352941176470588235294117647"
"2017-02-28T00:00:00.000","Pima","AZ","Passenger","0","2","2","420","422","0.4739336492890995260663507109"
"2017-03-31T00:00:00.000","Travis","TX","Passenger","0","1","1","185","186","0.5376344086021505376344086022"
"2017-03-31T00:00:00.000","Pierce","WA","Passenger","901","847","1748","534297","536045","0.3260920258560382057476517830"
"2017-03-31T00:00:00.000","Wayne","MI","Passenger","0","1","1","72","73","1.369863013698630136986301370"
"2017-04-30T00:00:00.000","Allegheny","PA","Passenger","1","0","1","85","86","1.162790697674418604651162791"
"2017-03-31T00:00:00.000","Whitman","WA","Passenger","9","20","29","22300","22329","0.1298759460790899726812665144"
"2017-02-28T00:00:00.000","Polk","FL","Passenger","1","0","1","67","68","1.470588235294117647058823529"
"2017-03-31T00:00:00.000","Virginia Beach City","VA","Passenger","1","1","2","641","643","0.3110419906687402799377916019"
"2017-03-31T00:00:00.000","Monroe","NY","Passenger","1","0","1","30","31","3.225806451612903225806451613"
"2017-04-30T00:00:00.000","Asotin","WA","Truck","0","0","0","6714","6714","0"
"2017-03-31T00:00:00.000","Yakima","WA","Truck","0","0","0","59683","59683","0"
"2017-03-31T00:00:00.000","Monterey","CA","Passenger","0","1","1","225","226","0.4424778761061946902654867257"
"2017-03-31T00:00:00.000","Montgomery","PA","Passenger","1","0","1","38","39","2.564102564102564102564102564"
"2017-02-28T00:00:00.000","Volusia","FL","Passenger","0","1","1","47","48","2.083333333333333333333333333"
"2017-04-30T00:00:00.000","NULL","NULL","Passenger","9","4","13","2476","2489","0.5222981116914423463238248292"
"2017-04-30T00:00:00.000","Adams","WA","Passenger","3","3","6","12515","12521","0.04791949524798338790831403243"
"2017-03-31T00:00:00.000","Multnomah","OR","Passenger","0","3","3","1098","1101","0.2724795640326975476839237057"
"2017-04-30T00:00:00.000","Anne Arundel","MD","Passenger","0","2","2","513","515","0.3883495145631067961165048544"
"2017-04-30T00:00:00.000","Asotin","WA","Passenger","6","3","9","12558","12567","0.07161613750298400572929100024"
"2017-04-30T00:00:00.000","NULL","WA","Truck","0","0","0","1","1","0"
"2017-03-31T00:00:00.000","Salt Lake","UT","Passenger","0","1","1","290","291","0.3436426116838487972508591065"
"2017-03-31T00:00:00.000","Okaloosa","FL","Passenger","1","0","1","187","188","0.5319148936170212765957446809"
"2017-03-31T00:00:00.000","Okanogan","WA","Truck","0","0","0","4585","4585","0"
"2017-04-30T00:00:00.000","Alexandria City","VA","Passenger","2","0","2","184","186","1.075268817204301075268817204"
"2017-03-31T00:00:00.000","Ozaukee","WI","Passenger","0","1","1","3","4","25.00"
"2017-04-30T00:00:00.000","Benton","WA","Passenger","146","146","292","130535","130827","0.2231955177448080289236931215"
"2017-04-30T00:00:00.000","Clackamas","OR","Passenger","1","1","2","321","323","0.6191950464396284829721362229"
"2017-03-31T00:00:00.000","Skamania","WA","Truck","0","0","0","4079","4079","0"
"2017-04-30T00:00:00.000","Cascade","MT","Passenger","0","1","1","58","59","1.694915254237288135593220339"
"2017-03-31T00:00:00.000","Pierce","WA","Truck","0","0","0","142093","142093","0"
"2017-03-31T00:00:00.000","Pinal","AZ","Passenger","2","1","3","230","233","1.287553648068669527896995708"
"2017-04-30T00:00:00.000","Canyon","ID","Passenger","0","1","1","92","93","1.075268817204301075268817204"
"2017-02-28T00:00:00.000","Saratoga","NY","Passenger","0","1","1","77","78","1.282051282051282051282051282"
"2017-04-30T00:00:00.000","Cumberland","NC","Passenger","1","0","1","645","646","0.1547987616099071207430340557"
"2017-03-31T00:00:00.000","Wahkiakum","WA","Truck","0","0","0","1695","1695","0"
"2017-03-31T00:00:00.000","Asotin","WA","Truck","0","0","0","6695","6695","0"
"2017-04-30T00:00:00.000","Clallam","WA","Passenger","84","73","157","49094","49251","0.3187752532943493533126230939"
"2017-02-28T00:00:00.000","Skamania","WA","Passenger","7","7","14","8745","8759","0.1598355976709670053659093504"
"2017-04-30T00:00:00.000","Dekalb","GA","Passenger","1","0","1","83","84","1.190476190476190476190476190"
"2017-04-30T00:00:00.000","Duval","FL","Passenger","1","1","2","365","367","0.5449591280653950953678474114"
"2017-02-28T00:00:00.000","Spokane","WA","Passenger","233","232","465","298770","299235","0.1553962604641836683543034739"
"2017-03-31T00:00:00.000","Whatcom","WA","Truck","2","0","2","42562","42564","0.004698806503148200357109294239"
"2017-04-30T00:00:00.000","Dakota","MN","Passenger","0","1","1","37","38","2.631578947368421052631578947"
"2017-04-30T00:00:00.000","Ferry","WA","Truck","0","0","0","3765","3765","0"
"2017-04-30T00:00:00.000","Douglas","WA","Passenger","31","21","52","27215","27267","0.1907067150768328015549932152"
"2017-03-31T00:00:00.000","Santa Clara","CA","Passenger","6","2","8","413","421","1.900237529691211401425178147"
"2017-04-30T00:00:00.000","Alameda","CA","Passenger","2","1","3","373","376","0.7978723404255319148936170213"
"2017-04-30T00:00:00.000","Garfield","WA","Passenger","0","0","0","1315","1315","0"
